Time,Ozone,Time,Temp
0,0.0423,0,29.16
0.000528,0.0423,0.000528,29.18
0.001056,0.0423,0.001056,29.18
0.001583,0.0423,0.001583,29.2
0.002111,0.0423,0.002111,29.2
0.002639,0.0423,0.002639,29.21
0.003167,0.0423,0.003167,29.21
0.003694,0.0423,0.003694,29.23
0.004222,0.0423,0.004222,29.25
0.00475,0.0423,0.00475,29.26
0.005278,0.0423,0.005278,29.28
0.005806,0.0423,0.005806,29.28
0.006333,0.0423,0.006333,29.3
0.006861,0.0423,0.006861,29.33
0.007389,0.0423,0.007389,29.33
0.007917,0.0423,0.007917,29.33
0.008444,0.0423,0.008444,29.35
0.008972,0.0423,0.008972,29.35
0.0095,0.0423,0.0095,29.37
0.010028,0.0423,0.010028,29.38
0.010556,0.0423,0.010556,29.38
0.011083,0.0423,0.011083,29.4
0.011611,0.0423,0.011611,29.42
0.012139,0.0423,0.012139,29.43
0.012667,0.0423,0.012667,29.45
0.013194,0.0423,0.013194,29.45
0.013722,0.0423,0.013722,29.47
0.01425,0.0423,0.01425,29.49
0.014778,0.0423,0.014778,29.49
0.015306,0.0423,0.015306,29.5
0.015833,0.0423,0.015833,29.52
0.016361,0.0423,0.016361,29.52
0.016889,0.0423,0.016889,29.54
0.017417,0.0423,0.017417,29.54
0.017944,0.0423,0.017944,29.54
0.018472,0.0423,0.018472,29.55
0.019,0.0431,0.019,29.55
0.019528,0.0423,0.019528,29.57
0.020056,0.0423,0.020056,29.57
0.020583,0.0423,0.020583,29.57
0.021111,0.0423,0.021111,29.59
0.021639,0.0431,0.021639,29.6
0.022167,0.0423,0.022167,29.6
0.022694,0.0423,0.022694,29.62
0.023222,0.0423,0.023222,29.62
0.02375,0.0423,0.02375,29.62
0.024278,0.0423,0.024278,29.66
0.024806,0.0423,0.024806,29.66
0.025333,0.0423,0.025333,29.67
0.025861,0.0423,0.025861,29.69
0.026389,0.0423,0.026389,29.69
0.026917,0.0423,0.026917,29.71
0.027444,0.0423,0.027444,29.71
0.027972,0.0423,0.027972,29.72
0.0285,0.0423,0.0285,29.72
0.029028,0.0423,0.029028,29.74
0.029556,0.0423,0.029556,29.76
0.030083,0.0423,0.030083,29.77
0.030611,0.0423,0.030611,29.77
0.031139,0.0423,0.031139,29.79
0.031667,0.0423,0.031667,29.79
0.032194,0.0431,0.032194,29.81
0.032722,0.0431,0.032722,29.83
0.03325,0.0423,0.03325,29.84
0.033778,0.0423,0.033778,29.84
0.034306,0.0423,0.034306,29.86
0.034833,0.0423,0.034833,29.86
0.035361,0.0423,0.035361,29.88
0.035889,0.0423,0.035889,29.89
0.036417,0.0423,0.036417,29.89
0.036944,0.0423,0.036944,29.89
0.037472,0.0423,0.037472,29.91
0.038,0.0423,0.038,29.93
0.038528,0.0423,0.038528,29.93
0.039056,0.0423,0.039056,29.94
0.039583,0.0423,0.039583,29.94
0.040111,0.0423,0.040111,29.96
0.040639,0.0423,0.040639,29.98
0.041167,0.0423,0.041167,29.98
0.041694,0.0423,0.041694,30
0.042222,0.0423,0.042222,30
0.04275,0.0423,0.04275,30.01
0.043278,0.0423,0.043278,30.03
0.043806,0.0423,0.043806,30.03
0.044333,0.0423,0.044333,30.05
0.044861,0.0423,0.044861,30.05
0.045389,0.0423,0.045389,30.06
0.045917,0.0423,0.045917,30.06
0.046444,0.0423,0.046444,30.08
0.046972,0.0423,0.046972,30.1
0.0475,0.0423,0.0475,30.1
0.048028,0.0423,0.048028,30.12
0.048556,0.0423,0.048556,30.12
0.049083,0.0423,0.049083,30.13
0.049611,0.0423,0.049611,30.13
0.050139,0.0423,0.050139,30.15
0.050667,0.0423,0.050667,30.17
0.051194,0.0423,0.051194,30.17
0.051722,0.0423,0.051722,30.18
0.05225,0.0423,0.05225,30.18
0.052778,0.0423,0.052778,30.2
0.053306,0.0423,0.053306,30.2
0.053833,0.0423,0.053833,30.22
0.054361,0.0423,0.054361,30.22
0.054889,0.0423,0.054889,30.23
0.055417,0.0423,0.055417,30.23
0.055944,0.0423,0.055944,30.23
0.056472,0.0423,0.056472,30.23
0.057,0.0423,0.057,30.25
0.057528,0.0423,0.057528,30.27
0.058056,0.0423,0.058056,30.27
0.058583,0.0423,0.058583,30.27
0.059111,0.0423,0.059111,30.29
0.059639,0.0423,0.059639,30.3
0.060167,0.0423,0.060167,30.3
0.060694,0.0423,0.060694,30.32
0.061222,0.0423,0.061222,30.32
0.06175,0.0423,0.06175,30.34
0.062278,0.0423,0.062278,30.34
0.062806,0.0423,0.062806,30.35
0.063333,0.0431,0.063333,30.37
0.063861,0.0423,0.063861,30.37
0.064389,0.0423,0.064389,30.37
0.064917,0.0423,0.064917,30.4
0.065444,0.0423,0.065444,30.4
0.065972,0.0423,0.065972,30.4
0.0665,0.0423,0.0665,30.42
0.067028,0.0423,0.067028,30.42
0.067556,0.0423,0.067556,30.44
0.068083,0.0423,0.068083,30.46
0.068611,0.0423,0.068611,30.46
0.069139,0.0423,0.069139,30.49
0.069667,0.0423,0.069667,30.49
0.070194,0.0423,0.070194,30.51
0.070722,0.0423,0.070722,30.49
0.07125,0.0423,0.07125,30.51
0.071778,0.0423,0.071778,30.52
0.072306,0.0423,0.072306,30.54
0.072833,0.0423,0.072833,30.52
0.073361,0.0431,0.073361,30.54
0.073889,0.0423,0.073889,30.54
0.074417,0.0423,0.074417,30.54
0.074944,0.0431,0.074944,30.56
0.075472,0.0423,0.075472,30.56
0.076,0.0423,0.076,30.56
0.076528,0.0431,0.076528,30.56
0.077056,0.0423,0.077056,30.57
0.077583,0.0423,0.077583,30.57
0.078111,0.0423,0.078111,30.59
0.078639,0.0423,0.078639,30.59
0.079167,0.0423,0.079167,30.59
0.079694,0.0423,0.079694,30.59
0.080222,0.0423,0.080222,30.61
0.08075,0.0423,0.08075,30.61
0.081278,0.0423,0.081278,30.63
0.081806,0.0423,0.081806,30.61
0.082333,0.0423,0.082333,30.63
0.082861,0.0423,0.082861,30.63
0.083389,0.0423,0.083389,30.63
0.083917,0.0423,0.083917,30.64
0.084444,0.0423,0.084444,30.64
0.084972,0.0423,0.084972,30.66
0.0855,0.0423,0.0855,30.66
0.086028,0.0431,0.086028,30.66
0.086556,0.0431,0.086556,30.68
0.087083,0.0423,0.087083,30.68
0.087611,0.0423,0.087611,30.68
0.088139,0.0423,0.088139,30.68
0.088667,0.0423,0.088667,30.69
0.089194,0.0423,0.089194,30.69
0.089722,0.0423,0.089722,30.69
0.09025,0.0423,0.09025,30.71
0.090778,0.0423,0.090778,30.71
0.091306,0.0423,0.091306,30.71
0.091833,0.0423,0.091833,30.71
0.092361,0.0423,0.092361,30.71
0.092889,0.0423,0.092889,30.73
0.093417,0.0431,0.093417,30.73
0.093944,0.0431,0.093944,30.74
0.094472,0.0423,0.094472,30.73
0.095,0.0423,0.095,30.74
0.095528,0.0423,0.095528,30.74
0.096056,0.0423,0.096056,30.76
0.096583,0.0423,0.096583,30.76
0.097111,0.0423,0.097111,30.76
0.097639,0.0423,0.097639,30.76
0.098167,0.0423,0.098167,30.78
0.098694,0.044,0.098694,30.78
0.099222,0.0423,0.099222,30.78
0.09975,0.0423,0.09975,30.78
0.100278,0.0431,0.100278,30.8
0.100806,0.0431,0.100806,30.8
0.101333,0.0423,0.101333,30.8
0.101861,0.0431,0.101861,30.81
0.102389,0.0423,0.102389,30.83
0.102917,0.0431,0.102917,30.83
0.103444,0.0423,0.103444,30.83
0.103972,0.0431,0.103972,30.85
0.1045,0.044,0.1045,30.85
0.105028,0.0423,0.105028,30.86
0.105556,0.0423,0.105556,30.86
0.106083,0.0423,0.106083,30.86
0.106611,0.0431,0.106611,30.88
0.107139,0.0431,0.107139,30.88
0.107667,0.0423,0.107667,30.9
0.108194,0.0423,0.108194,30.9
0.108722,0.0423,0.108722,30.92
0.10925,0.0423,0.10925,30.92
0.109778,0.0423,0.109778,30.92
0.110306,0.0431,0.110306,30.93
0.110833,0.0423,0.110833,30.93
0.111361,0.0423,0.111361,30.95
0.111889,0.0423,0.111889,30.95
0.112417,0.0423,0.112417,30.95
0.112944,0.0423,0.112944,30.97
0.113472,0.0423,0.113472,30.97
0.114,0.0431,0.114,30.97
0.114528,0.0423,0.114528,30.98
0.115056,0.0423,0.115056,30.98
0.115583,0.0431,0.115583,30.98
0.116111,0.0423,0.116111,30.98
0.116639,0.0431,0.116639,30.98
0.117167,0.0423,0.117167,31
0.117694,0.0423,0.117694,31
0.118222,0.044,0.118222,31
0.11875,0.0423,0.11875,31.02
0.119278,0.0431,0.119278,31
0.119806,0.0431,0.119806,31.02
0.120333,0.0423,0.120333,31.02
0.120861,0.0423,0.120861,31.02
0.121389,0.0423,0.121389,31.02
0.121917,0.0423,0.121917,31.03
0.122444,0.0431,0.122444,31.03
0.122972,0.0423,0.122972,31.05
0.1235,0.0431,0.1235,31.05
0.124028,0.0431,0.124028,31.05
0.124556,0.0423,0.124556,31.05
0.125083,0.0423,0.125083,31.07
0.125611,0.0423,0.125611,31.07
0.126139,0.0431,0.126139,31.07
0.126667,0.0423,0.126667,31.07
0.127194,0.0431,0.127194,31.07
0.127722,0.0423,0.127722,31.09
0.12825,0.044,0.12825,31.1
0.128778,0.0423,0.128778,31.09
0.129306,0.0423,0.129306,31.1
0.129833,0.0423,0.129833,31.1
0.130361,0.0431,0.130361,31.1
0.130889,0.044,0.130889,31.1
0.131417,0.0423,0.131417,31.1
0.131944,0.0431,0.131944,31.12
0.132472,0.0431,0.132472,31.12
0.133,0.0423,0.133,31.14
0.133528,0.0431,0.133528,31.14
0.134056,0.0423,0.134056,31.15
0.134583,0.0423,0.134583,31.15
0.135111,0.0423,0.135111,31.15
0.135639,0.0423,0.135639,31.17
0.136167,0.0431,0.136167,31.17
0.136694,0.0423,0.136694,31.17
0.137222,0.0431,0.137222,31.19
0.13775,0.0423,0.13775,31.19
0.138278,0.0423,0.138278,31.2
0.138806,0.0423,0.138806,31.2
0.139333,0.0448,0.139333,31.2
0.139861,0.0423,0.139861,31.2
0.140389,0.0431,0.140389,31.22
0.140917,0.0431,0.140917,31.22
0.141444,0.044,0.141444,31.24
0.141972,0.044,0.141972,31.24
0.1425,0.044,0.1425,31.26
0.143028,0.044,0.143028,31.26
0.143556,0.0431,0.143556,31.26
0.144083,0.0431,0.144083,31.27
0.144611,0.044,0.144611,31.27
0.145139,0.0448,0.145139,31.27
0.145667,0.044,0.145667,31.29
0.146194,0.0423,0.146194,31.29
0.146722,0.0431,0.146722,31.29
0.14725,0.044,0.14725,31.29
0.147778,0.0431,0.147778,31.29
0.148306,0.044,0.148306,31.31
0.148833,0.0431,0.148833,31.31
0.149361,0.0423,0.149361,31.32
0.149889,0.044,0.149889,31.32
0.150417,0.0457,0.150417,31.32
0.150944,0.0457,0.150944,31.32
0.151472,0.0448,0.151472,31.34
0.152,0.0448,0.152,31.34
0.152528,0.0448,0.152528,31.34
0.153056,0.0423,0.153056,31.34
0.153583,0.0431,0.153583,31.34
0.154111,0.044,0.154111,31.36
0.154639,0.0431,0.154639,31.36
0.155167,0.044,0.155167,31.36
0.155694,0.044,0.155694,31.36
0.156222,0.044,0.156222,31.37
0.15675,0.044,0.15675,31.37
0.157278,0.044,0.157278,31.37
0.157806,0.0448,0.157806,31.39
0.158333,0.0431,0.158333,31.39
0.158861,0.0448,0.158861,31.39
0.159389,0.044,0.159389,31.41
0.159917,0.044,0.159917,31.41
0.160444,0.044,0.160444,31.41
0.160972,0.0431,0.160972,31.43
0.1615,0.0431,0.1615,31.41
0.162028,0.0423,0.162028,31.43
0.162556,0.044,0.162556,31.43
0.163083,0.0431,0.163083,31.43
0.163611,0.044,0.163611,31.43
0.164139,0.0423,0.164139,31.43
0.164667,0.044,0.164667,31.43
0.165194,0.0448,0.165194,31.43
0.165722,0.0448,0.165722,31.43
0.16625,0.0448,0.16625,31.44
0.166778,0.0448,0.166778,31.44
0.167306,0.0423,0.167306,31.44
0.167833,0.0431,0.167833,31.46
0.168361,0.0448,0.168361,31.46
0.168889,0.044,0.168889,31.46
0.169417,0.044,0.169417,31.46
0.169944,0.0448,0.169944,31.46
0.170472,0.0448,0.170472,31.48
0.171,0.0457,0.171,31.48
0.171528,0.0457,0.171528,31.48
0.172056,0.0448,0.172056,31.49
0.172583,0.044,0.172583,31.48
0.173111,0.044,0.173111,31.49
0.173639,0.0431,0.173639,31.49
0.174167,0.0457,0.174167,31.49
0.174694,0.0466,0.174694,31.49
0.175222,0.0457,0.175222,31.51
0.17575,0.044,0.17575,31.51
0.176278,0.044,0.176278,31.51
0.176806,0.0457,0.176806,31.53
0.177333,0.0457,0.177333,31.53
0.177861,0.0431,0.177861,31.53
0.178389,0.0431,0.178389,31.53
0.178917,0.0448,0.178917,31.55
0.179444,0.044,0.179444,31.55
0.179972,0.0431,0.179972,31.55
0.1805,0.0448,0.1805,31.55
0.181028,0.0448,0.181028,31.56
0.181556,0.0431,0.181556,31.56
0.182083,0.0448,0.182083,31.56
0.182611,0.0431,0.182611,31.56
0.183139,0.044,0.183139,31.56
0.183667,0.0448,0.183667,31.56
0.184194,0.0457,0.184194,31.58
0.184722,0.0448,0.184722,31.58
0.18525,0.0448,0.18525,31.58
0.185778,0.044,0.185778,31.58
0.186306,0.0448,0.186306,31.58
0.186833,0.0457,0.186833,31.6
0.187361,0.0431,0.187361,31.6
0.187889,0.0448,0.187889,31.6
0.188417,0.0448,0.188417,31.6
0.188944,0.0448,0.188944,31.61
0.189472,0.044,0.189472,31.61
0.19,0.0466,0.19,31.61
0.190528,0.044,0.190528,31.63
0.191056,0.0431,0.191056,31.61
0.191583,0.0457,0.191583,31.63
0.192111,0.044,0.192111,31.63
0.192639,0.044,0.192639,31.63
0.193167,0.044,0.193167,31.65
0.193694,0.0448,0.193694,31.63
0.194222,0.0457,0.194222,31.63
0.19475,0.0457,0.19475,31.65
0.195278,0.044,0.195278,31.65
0.195806,0.044,0.195806,31.65
0.196333,0.0431,0.196333,31.66
0.196861,0.044,0.196861,31.66
0.197389,0.0448,0.197389,31.66
0.197917,0.0457,0.197917,31.68
0.198444,0.0457,0.198444,31.66
0.198972,0.0448,0.198972,31.68
0.1995,0.0448,0.1995,31.68
0.200028,0.044,0.200028,31.68
0.200556,0.044,0.200556,31.68
0.201083,0.044,0.201083,31.7
0.201611,0.044,0.201611,31.7
0.202139,0.0448,0.202139,31.68
0.202667,0.0457,0.202667,31.7
0.203194,0.0457,0.203194,31.7
0.203722,0.0457,0.203722,31.7
0.20425,0.0448,0.20425,31.7
0.204778,0.0448,0.204778,31.7
0.205306,0.0466,0.205306,31.72
0.205833,0.0457,0.205833,31.7
0.206361,0.0448,0.206361,31.7
0.206889,0.0431,0.206889,31.72
0.207417,0.044,0.207417,31.72
0.207944,0.0457,0.207944,31.72
0.208472,0.044,0.208472,31.72
0.209,0.0423,0.209,31.73
0.209528,0.0457,0.209528,31.73
0.210056,0.0431,0.210056,31.73
0.210583,0.0448,0.210583,31.73
0.211111,0.0448,0.211111,31.75
0.211639,0.0457,0.211639,31.75
0.212167,0.0457,0.212167,31.75
0.212694,0.0457,0.212694,31.75
0.213222,0.0448,0.213222,31.73
0.21375,0.0466,0.21375,31.73
0.214278,0.0457,0.214278,31.73
0.214806,0.0448,0.214806,31.73
0.215333,0.044,0.215333,31.73
0.215861,0.0457,0.215861,31.73
0.216389,0.0448,0.216389,31.73
0.216917,0.0448,0.216917,31.73
0.217444,0.044,0.217444,31.73
0.217972,0.044,0.217972,31.77
0.2185,0.0448,0.2185,31.75
0.219028,0.044,0.219028,31.77
0.219556,0.0457,0.219556,31.77
0.220083,0.0448,0.220083,31.77
0.220611,0.0457,0.220611,31.77
0.221139,0.044,0.221139,31.77
0.221667,0.0448,0.221667,31.78
0.222194,0.0448,0.222194,31.78
0.222722,0.0448,0.222722,31.78
0.22325,0.0466,0.22325,31.78
0.223778,0.0448,0.223778,31.78
0.224306,0.0448,0.224306,31.78
0.224833,0.0448,0.224833,31.78
0.225361,0.0431,0.225361,31.78
0.225889,0.0457,0.225889,31.78
0.226417,0.044,0.226417,31.78
0.226944,0.0466,0.226944,31.78
0.227472,0.0457,0.227472,31.78
0.228,0.0448,0.228,31.78
0.228528,0.0457,0.228528,31.8
0.229056,0.0466,0.229056,31.8
0.229583,0.0457,0.229583,31.8
0.230111,0.044,0.230111,31.8
0.230639,0.0448,0.230639,31.82
0.231167,0.0457,0.231167,31.82
0.231694,0.044,0.231694,31.82
0.232222,0.0448,0.232222,31.82
0.23275,0.0457,0.23275,31.82
0.233278,0.0457,0.233278,31.83
0.233806,0.0457,0.233806,31.83
0.234333,0.0466,0.234333,31.82
0.234861,0.0457,0.234861,31.82
0.235389,0.0466,0.235389,31.82
0.235917,0.0448,0.235917,31.82
0.236444,0.0466,0.236444,31.82
0.236972,0.0448,0.236972,31.83
0.2375,0.0457,0.2375,31.83
0.238028,0.0457,0.238028,31.83
0.238556,0.0457,0.238556,31.83
0.239083,0.0448,0.239083,31.83
0.239611,0.0457,0.239611,31.85
0.240139,0.044,0.240139,31.85
0.240667,0.0457,0.240667,31.85
0.241194,0.0457,0.241194,31.87
0.241722,0.0457,0.241722,31.87
0.24225,0.0466,0.24225,31.87
0.242778,0.0457,0.242778,31.87
0.243306,0.0457,0.243306,31.87
0.243833,0.0466,0.243833,31.87
0.244361,0.0466,0.244361,31.87
0.244889,0.0448,0.244889,31.87
0.245417,0.0457,0.245417,31.87
0.245944,0.0466,0.245944,31.87
0.246472,0.0466,0.246472,31.89
0.247,0.0466,0.247,31.89
0.247528,0.0466,0.247528,31.89
0.248056,0.0466,0.248056,31.89
0.248583,0.0457,0.248583,31.89
0.249111,0.0457,0.249111,31.89
0.249639,0.0466,0.249639,31.89
0.250167,0.0466,0.250167,31.89
0.250694,0.0457,0.250694,31.89
0.251222,0.0466,0.251222,31.9
0.25175,0.0457,0.25175,31.9
0.252278,0.0457,0.252278,31.9
0.252806,0.0457,0.252806,31.9
0.253333,0.0457,0.253333,31.9
0.253861,0.0448,0.253861,31.92
0.254389,0.0457,0.254389,31.9
0.254917,0.0457,0.254917,31.9
0.255444,0.0457,0.255444,31.92
0.255972,0.0457,0.255972,31.92
0.2565,0.0457,0.2565,31.92
0.257028,0.0466,0.257028,31.92
0.257556,0.0466,0.257556,31.92
0.258083,0.0457,0.258083,31.9
0.258611,0.0448,0.258611,31.92
0.259139,0.0457,0.259139,31.92
0.259667,0.0457,0.259667,31.92
0.260194,0.0466,0.260194,31.92
0.260722,0.0448,0.260722,31.92
0.26125,0.0457,0.26125,31.9
0.261778,0.0466,0.261778,31.92
0.262306,0.0466,0.262306,31.92
0.262833,0.0466,0.262833,31.92
0.263361,0.0448,0.263361,31.92
0.263889,0.0457,0.263889,31.92
0.264417,0.0457,0.264417,31.92
0.264944,0.0466,0.264944,31.92
0.265472,0.0457,0.265472,31.92
0.266,0.0466,0.266,31.92
0.266528,0.0466,0.266528,31.92
0.267056,0.0457,0.267056,31.92
0.267583,0.0466,0.267583,31.92
0.268111,0.0466,0.268111,31.92
0.268639,0.0466,0.268639,31.92
0.269167,0.0466,0.269167,31.92
0.269694,0.0457,0.269694,31.92
0.270222,0.0466,0.270222,31.92
0.27075,0.0466,0.27075,31.92
0.271278,0.0466,0.271278,31.92
0.271806,0.0466,0.271806,31.92
0.272333,0.0457,0.272333,31.94
0.272861,0.0466,0.272861,31.94
0.273389,0.0466,0.273389,31.94
0.273917,0.0466,0.273917,31.94
0.274444,0.0457,0.274444,31.94
0.274972,0.0457,0.274972,31.94
0.2755,0.0466,0.2755,31.94
0.276028,0.0457,0.276028,31.94
0.276556,0.0466,0.276556,31.94
0.277083,0.0466,0.277083,31.94
0.277611,0.0448,0.277611,31.94
0.278139,0.0466,0.278139,31.95
0.278667,0.0448,0.278667,31.95
0.279194,0.0457,0.279194,31.95
0.279722,0.0457,0.279722,31.95
0.28025,0.0466,0.28025,31.94
0.280778,0.0457,0.280778,31.94
0.281306,0.0466,0.281306,31.94
0.281833,0.0466,0.281833,31.94
0.282361,0.0466,0.282361,31.94
0.282889,0.0466,0.282889,31.94
0.283417,0.0466,0.283417,31.94
0.283944,0.0457,0.283944,31.94
0.284472,0.0457,0.284472,31.94
0.285,0.0466,0.285,31.94
0.285528,0.0466,0.285528,31.94
0.286056,0.0466,0.286056,31.94
0.286583,0.0466,0.286583,31.94
0.287111,0.0466,0.287111,31.95
0.287639,0.0466,0.287639,31.94
0.288167,0.0457,0.288167,31.95
0.288694,0.0466,0.288694,31.95
0.289222,0.0466,0.289222,31.95
0.28975,0.0466,0.28975,31.95
0.290278,0.0466,0.290278,31.95
0.290806,0.0466,0.290806,31.95
0.291333,0.0466,0.291333,31.95
0.291861,0.0466,0.291861,31.95
0.292389,0.0466,0.292389,31.95
0.292917,0.0466,0.292917,31.95
0.293444,0.0457,0.293444,31.97
0.293972,0.0457,0.293972,31.97
0.2945,0.0466,0.2945,31.97
0.295028,0.0457,0.295028,31.97
0.295556,0.0466,0.295556,31.97
0.296083,0.0466,0.296083,31.97
0.296611,0.0466,0.296611,31.97
0.297139,0.0466,0.297139,31.97
0.297667,0.0466,0.297667,31.97
0.298194,0.0457,0.298194,31.97
0.298722,0.0466,0.298722,31.97
0.29925,0.0466,0.29925,31.97
0.299778,0.0466,0.299778,31.99
0.300306,0.0466,0.300306,31.99
0.300833,0.0466,0.300833,31.97
0.301361,0.0466,0.301361,31.97
0.301889,0.0466,0.301889,31.97
0.302417,0.0466,0.302417,31.97
0.302944,0.0466,0.302944,31.97
0.303472,0.0466,0.303472,31.97
0.304,0.0466,0.304,31.99
0.304528,0.0457,0.304528,31.99
0.305056,0.0466,0.305056,31.99
0.305583,0.0466,0.305583,31.99
0.306111,0.0466,0.306111,31.99
0.306639,0.0457,0.306639,31.99
0.307167,0.0466,0.307167,32
0.307694,0.0466,0.307694,32
0.308222,0.0466,0.308222,32
0.30875,0.0466,0.30875,32
0.309278,0.0457,0.309278,32
0.309806,0.0457,0.309806,32
0.310333,0.0466,0.310333,32
0.310861,0.0466,0.310861,31.99
0.311389,0.0466,0.311389,32
0.311917,0.0466,0.311917,32
0.312444,0.0466,0.312444,31.99
0.312972,0.0466,0.312972,31.97
0.3135,0.0466,0.3135,31.97
0.314028,0.0466,0.314028,31.95
0.314556,0.0466,0.314556,31.97
0.315083,0.0466,0.315083,31.97
0.315611,0.0466,0.315611,31.97
0.316139,0.0466,0.316139,31.97
0.316667,0.0466,0.316667,31.99
0.317194,0.0466,0.317194,31.97
0.317722,0.0466,0.317722,31.97
0.31825,0.0466,0.31825,31.99
0.318778,0.0466,0.318778,31.99
0.319306,0.0466,0.319306,31.99
0.319833,0.0466,0.319833,31.99
0.320361,0.0466,0.320361,32
0.320889,0.0466,0.320889,31.99
0.321417,0.0466,0.321417,31.99
0.321944,0.0466,0.321944,31.99
0.322472,0.0466,0.322472,32
0.323,0.0466,0.323,31.99
0.323528,0.0466,0.323528,31.99
0.324056,0.0466,0.324056,32
0.324583,0.0466,0.324583,31.99
0.325111,0.0466,0.325111,32
0.325639,0.0466,0.325639,31.99
0.326167,0.0466,0.326167,32
0.326694,0.0466,0.326694,32
0.327222,0.0466,0.327222,32
0.32775,0.0466,0.32775,32
0.328278,0.0466,0.328278,32
0.328806,0.0476,0.328806,32
0.329333,0.0466,0.329333,32
0.329861,0.0466,0.329861,32
0.330389,0.0476,0.330389,32
0.330917,0.0466,0.330917,32
0.331444,0.0466,0.331444,32
0.331972,0.0476,0.331972,32
0.3325,0.0466,0.3325,32
0.333028,0.0466,0.333028,32
0.333556,0.0457,0.333556,32
0.334083,0.0466,0.334083,32
0.334611,0.0466,0.334611,32
0.335139,0.0466,0.335139,32
0.335667,0.0476,0.335667,32
0.336194,0.0466,0.336194,32
0.336722,0.0476,0.336722,32
0.33725,0.0466,0.33725,32
0.337778,0.0466,0.337778,32
0.338306,0.0466,0.338306,32.02
0.338833,0.0476,0.338833,32.02
0.339361,0.0486,0.339361,32.02
0.339889,0.0476,0.339889,32
0.340417,0.0466,0.340417,32.02
0.340944,0.0476,0.340944,32.02
0.341472,0.0476,0.341472,32.02
0.342,0.0466,0.342,32.02
0.342528,0.0466,0.342528,32.02
0.343056,0.0466,0.343056,32.02
0.343583,0.0476,0.343583,32.02
0.344111,0.0466,0.344111,32.02
0.344639,0.0486,0.344639,32.02
0.345167,0.0486,0.345167,32.02
0.345694,0.0476,0.345694,32.02
0.346222,0.0476,0.346222,32.02
0.34675,0.0466,0.34675,32.02
0.347278,0.0486,0.347278,32.02
0.347806,0.0466,0.347806,32.02
0.348333,0.0476,0.348333,32.02
0.348861,0.0476,0.348861,32.02
0.349389,0.0486,0.349389,32.02
0.349917,0.0476,0.349917,32
0.350444,0.0466,0.350444,31.99
0.350972,0.0476,0.350972,31.99
0.3515,0.0476,0.3515,31.99
0.352028,0.0476,0.352028,32
0.352556,0.0466,0.352556,32
0.353083,0.0476,0.353083,32
0.353611,0.0466,0.353611,32
0.354139,0.0466,0.354139,31.99
0.354667,0.0497,0.354667,31.99
0.355194,0.0466,0.355194,32
0.355722,0.0466,0.355722,31.99
0.35625,0.0476,0.35625,31.99
0.356778,0.0466,0.356778,31.99
0.357306,0.0466,0.357306,31.99
0.357833,0.0466,0.357833,31.99
0.358361,0.0457,0.358361,32
0.358889,0.0466,0.358889,32
0.359417,0.0466,0.359417,32
0.359944,0.0476,0.359944,31.99
0.360472,0.0466,0.360472,31.99
0.361,0.0466,0.361,31.99
0.361528,0.0466,0.361528,31.99
0.362056,0.0466,0.362056,31.99
0.362583,0.0466,0.362583,31.99
0.363111,0.0466,0.363111,31.99
0.363639,0.0466,0.363639,31.99
0.364167,0.0466,0.364167,31.97
0.364694,0.0466,0.364694,31.99
0.365222,0.0466,0.365222,31.99
0.36575,0.0476,0.36575,31.99
0.366278,0.0466,0.366278,31.99
0.366806,0.0466,0.366806,31.97
0.367333,0.0466,0.367333,31.97
0.367861,0.0466,0.367861,31.95
0.368389,0.0466,0.368389,31.95
0.368917,0.0466,0.368917,31.95
0.369444,0.0466,0.369444,31.97
0.369972,0.0466,0.369972,31.97
0.3705,0.0466,0.3705,31.95
0.371028,0.0466,0.371028,31.94
0.371556,0.0466,0.371556,31.94
0.372083,0.0466,0.372083,31.92
0.372611,0.0466,0.372611,31.94
0.373139,0.0466,0.373139,31.92
0.373667,0.0466,0.373667,31.92
0.374194,0.0466,0.374194,31.92
0.374722,0.0466,0.374722,31.92
0.37525,0.0466,0.37525,31.92
0.375778,0.0466,0.375778,31.94
0.376306,0.0466,0.376306,31.92
0.376833,0.0466,0.376833,31.92
0.377361,0.0476,0.377361,31.94
0.377889,0.0466,0.377889,31.94
0.378417,0.0466,0.378417,31.92
0.378944,0.0466,0.378944,31.92
0.379472,0.0466,0.379472,31.92
0.38,0.0466,0.38,31.94
0.380528,0.0466,0.380528,31.94
0.381056,0.0466,0.381056,31.94
0.381583,0.0476,0.381583,31.94
0.382111,0.0466,0.382111,31.92
0.382639,0.0466,0.382639,31.94
0.383167,0.0466,0.383167,31.94
0.383694,0.0466,0.383694,31.94
0.384222,0.0466,0.384222,31.94
0.38475,0.0466,0.38475,31.94
0.385278,0.0466,0.385278,31.94
0.385806,0.0476,0.385806,31.94
0.386333,0.0476,0.386333,31.94
0.386861,0.0466,0.386861,31.92
0.387389,0.0466,0.387389,31.94
0.387917,0.0466,0.387917,31.92
0.388444,0.0466,0.388444,31.94
0.388972,0.0466,0.388972,31.92
0.3895,0.0466,0.3895,31.94
0.390028,0.0466,0.390028,31.94
0.390556,0.0466,0.390556,31.92
0.391083,0.0466,0.391083,31.94
0.391611,0.0466,0.391611,31.94
0.392139,0.0466,0.392139,31.94
0.392667,0.0466,0.392667,31.94
0.393194,0.0466,0.393194,31.94
0.393722,0.0466,0.393722,31.94
