6	80
12	80
18	80
6	80
12	80
18	78
8	80
6	79
12	80
18	80
6	86
12	86
18	86
23	86
29	86
35	87
40	87
46	85
52	85
58	85
63	85
69	85
75	85
81	85
86	85
92	84
98	84
103	84
109	84
115	84
121	84
126	84
132	84
138	83
144	83
149	83
155	83
161	83
166	83
172	83
178	83
184	83
189	81
195	81
201	81
206	81
212	81
218	81
224	81
229	81
235	80
241	80
247	80
252	80
258	80
264	80
269	80
275	80
281	80
287	80
292	80
294	80
300	80
305	80
311	80
317	80
323	80
328	78
334	78
340	79
345	79
351	79
357	79
363	79
368	79
374	79
380	79
385	79
391	79
397	79
403	79
408	79
414	77
420	77
426	77
431	77
437	77
443	77
448	77
454	77
460	77
466	77
471	77
477	76
483	77
489	77
494	77
500	77
506	77
511	77
517	77
523	77
529	77
534	77
540	77
546	76
552	76
557	76
563	76
569	76
574	76
580	76
586	76
587	76
593	76
599	76
605	76
610	76
616	76
622	76
627	76
633	76
639	76
645	76
650	76
656	76
662	75
668	76
673	74
679	74
685	74
690	74
696	74
702	74
708	74
713	74
719	74
725	74
731	74
736	74
742	74
748	74
753	74
759	74
765	74
771	74
776	73
782	73
788	73
794	73
799	73
805	73
811	73
816	73
822	73
828	73
834	73
839	73
845	73
851	73
857	73
862	73
868	73
874	73
879	73
881	73
887	73
892	73
898	73
904	73
910	73
915	73
921	73
927	73
933	73
938	73
944	73
950	73
955	73
961	73
967	72
973	72
978	72
984	72
990	72
996	72
1001	72
1007	72
1013	72
1019	72
1024	72
1030	72
1036	72
1041	72
1047	72
1053	72
1059	72
1064	72
1070	72
1076	72
1082	72
1087	72
1093	72
1099	72
1104	72
1110	72
1116	72
1122	72
1127	72
1133	72
1139	72
1145	72
1150	72
1156	72
1162	72
1167	72
1173	71
1175	72
1180	72
1186	72
1192	72
1198	72
1203	72
1209	72
1215	72
1221	72
1226	72
1232	72
1238	72
1243	72
1249	72
1255	72
1261	72
1266	72
1272	72
1278	70
1284	70
1289	70
1295	70
1301	70
1306	70
1312	70
1318	70
1324	70
1329	70
1335	70
1341	70
1347	70
1352	70
1358	70
1364	70
1369	70
1375	70
1381	70
1387	70
1392	70
1398	70
1404	70
1410	70
1415	70
1421	70
1427	70
1432	70
1438	70
1444	70
1450	70
1455	70
1461	70
1467	70
1468	71
1474	70
1480	70
1486	70
1491	70
1497	70
1503	70
1508	70
1514	70
1520	70
1526	70
1531	70
1537	70
1543	70
1549	70
1554	70
1560	70
1566	70
1571	70
1577	70
1583	70
1589	70
1594	70
1600	70
1606	70
1612	70
1617	70
1623	70
1629	70
1634	70
1640	70
1646	70
1652	70
1657	70
1663	70
1669	70
1675	70
1680	70
1686	70
1692	70
1697	70
1703	70
1709	70
1715	70
1720	70
1726	70
1732	70
1738	70
1743	70
1749	69
1755	70
1760	70
1762	71
1768	70
1773	70
1779	70
1785	70
1791	70
1796	70
1802	70
1808	70
1814	70
1819	70
1825	70
1831	70
1836	70
1842	70
1848	70
1854	70
1859	70
1865	70
1871	70
1877	70
1882	70
1888	70
1894	70
1900	69
1905	69
1911	69
1917	69
1922	69
1928	69
1934	69
1940	69
1945	69
1951	69
1957	69
1963	69
1968	69
1974	69
1980	69
1985	69
1991	69
1997	69
2003	70
2008	69
2014	69
2020	69
2026	69
2031	69
2037	69
2043	69
2048	69
2054	69
2056	69
2061	69
2067	69
2073	69
2079	69
2084	69
2090	69
2096	69
2102	69
2107	69
2113	69
2119	69
2124	69
2130	69
2136	69
2142	69
2147	69
2153	69
2159	69
2165	69
2170	69
2176	69
2182	69
2187	69
2193	69
2199	69
2205	69
2210	69
2216	69
2222	69
2228	69
2233	69
2239	69
2245	69
2250	69
2256	69
2262	69
2268	69
2273	69
2279	69
2285	69
2291	69
2296	69
2302	67
2308	67
2313	67
2319	67
2325	67
2331	67
2336	67
2342	67
2348	67
2349	68
2355	67
2361	67
2367	67
2372	67
2378	67
2384	66
2389	66
2395	66
2401	66
2407	66
2412	66
2418	66
2424	66
2430	64
2435	64
2441	64
2447	64
2452	63
2458	63
2464	63
2470	63
2475	62
2481	62
2487	62
2493	62
2498	60
2504	60
2510	60
2515	60
2521	60
2527	60
2533	59
2538	59
2544	59
2550	59
2556	59
2561	59
2567	59
2573	57
2578	57
2584	57
2590	57
2596	57
2601	57
2607	56
2613	56
2619	56
2624	56
2630	56
2636	54
2641	54
2643	55
2649	54
2654	54
2660	54
2666	53
2672	53
2677	53
2683	51
2689	51
2695	51
2700	51
2706	51
2712	50
2717	50
2723	50
2729	50
2735	49
2740	49
2746	49
2752	49
2758	49
2763	47
2769	47
2775	47
2780	47
2786	47
2792	46
2798	46
2803	46
2809	46
2815	46
2820	46
2826	46
2832	46
2838	46
2843	46
2849	44
2855	44
2861	44
2866	44
2872	44
2878	44
2883	44
2889	44
2895	44
2901	44
2906	44
2912	44
2918	44
2924	44
2929	44
2935	44
2937	45
2942	44
2948	44
2954	44
2959	44
2965	44
2971	43
2977	43
2982	43
2988	43
2994	43
3000	43
3005	41
3011	41
3017	41
3022	40
3028	40
3034	40
3040	38
3045	38
3051	38
3057	38
3062	38
3068	37
3074	37
3080	37
3085	37
3091	36
3097	36
3103	36
3108	36
3114	36
3120	36
3125	36
3131	34
3137	34
3143	34
3148	34
3154	34
3160	34
3166	34
3171	34
3177	34
3183	34
3188	33
3194	33
3200	33
3206	33
3211	33
3217	33
3223	33
3228	33
3230	33
3236	33
3241	33
3247	33
3253	33
3259	33
3264	33
3270	33
3276	33
3282	33
3287	33
3293	33
3299	33
3304	33
3310	34
3316	34
3322	33
3327	33
3333	33
3339	33
3345	33
3350	33
3356	33
3362	33
3367	33
3373	33
3379	33
3385	33
3390	33
3396	33
3402	33
3408	32
3413	32
3419	32
3425	32
3430	32
3436	32
3442	32
3448	32
3453	32
3459	31
3465	31
3471	31
3476	31
3482	31
3488	31
3493	31
3499	31
3505	31
3511	31
3516	31
3522	31
3524	31
3529	31
3535	31
3541	31
3547	31
3552	31
3558	31
3564	31
3569	31
3575	31
3581	31
3587	31
3592	31
3598	31
3604	32
3610	31
3615	31
3621	31
3627	31
3632	32
3638	32
3644	32
3650	32
3655	32
3661	32
3667	32
3673	31
3678	31
3684	31
3690	31
3695	31
3701	31
3707	31
3713	31
3718	31
3724	31
3730	31
